ProductID,ProductName,Category,Brand,Price,Rating,NumberOfReviews,StockQuantity,DiscountPercentage,WarrantyMonths,SoldUnits,DemandLevel
EOS-00074,JBL Studio Headphones G371,Headphones,JBL,179.5,3.4,243,0,0,6,411,Medium
EOS-00075,Dell Curved Monitor Z461,Monitor,Dell,321.46,3.4,58,217,9,24,306,Low
EOS-00076,Samsung Pro Smartphone G138,Smartphone,Samsung,515.67,4.6,86,163,0,12,497,Medium
EOS-00077,Razer Webcam D220,Accessory,Razer,78.31,3.3,157,77,19,12,500,Medium
EOS-00078,AOC Curved Monitor I505,Monitor,AOC,672.57,4.7,23,69,16,36,593,Medium
EOS-00079,Huawei Smartwatch L886,Smartwatch,Huawei,325.92,4.0,203,245,18,24,414,Medium
EOS-00080,HP Business Notebook X433,Laptop,HP,1813.02,4.3,322,105,19,36,202,Low
EOS-00081,Google Foldable Phone X577,Smartphone,Google,527.96,3.6,354,287,14,24,660,High
EOS-00082,Fujifilm DSLR Camera A682,Camera,Fujifilm,532.09,3.9,82,132,11,24,579,Medium
EOS-00083,Hisense QLED TV L988,TV,Hisense,1038.31,3.2,203,22,17,36,558,Medium
EOS-00084,AOC Office Monitor T234,Monitor,AOC,695.63,3.8,102,233,36,36,500,Medium
EOS-00085,Huawei Hybrid Watch X759,Smartwatch,Huawei,456.35,4.0,82,174,15,12,452,Medium
EOS-00086,MSI 2-in-1 Laptop I352,Laptop,MSI,1887.55,3.7,31,58,15,12,362,Low
EOS-00087,Corsair Power Bank F495,Accessory,Corsair,114.36,2.8,112,132,14,6,492,Medium
EOS-00088,Asus Gaming Laptop K830,Laptop,Asus,1215.9,4.5,96,177,3,24,551,Medium
EOS-00089,Xiaomi Budget Phone X644,Smartphone,Xiaomi,757.42,3.5,202,115,16,12,444,Medium
EOS-00090,Apple 5G Phone G220,Smartphone,Apple,724.79,3.9,371,209,7,12,429,Medium
EOS-00091,Google Smartphone U668,Smartphone,Google,359.31,3.9,34,145,30,24,606,High
EOS-00092,OnePlus Budget Phone U365,Smartphone,OnePlus,610.1,4.1,109,21,22,12,464,Medium
EOS-00093,Canon DSLR Camera Z786,Camera,Canon,1707.49,4.9,210,216,28,24,579,Medium
EOS-00094,Meta Gaming Console V923,Gaming Console,Meta,263.43,4.7,261,110,1,24,578,Medium
EOS-00095,Apple Smartphone N123,Smartphone,Apple,380.27,4.2,149,113,12,24,649,High
EOS-00096,LG Curved Monitor V742,Monitor,LG,470.83,3.6,356,220,15,36,494,Medium
EOS-00097,Lenovo Tablet F867,Tablet,Lenovo,370.69,4.0,238,103,27,24,647,High
EOS-00098,Nikon Action Camera L105,Camera,Nikon,1033.52,4.0,375,30,0,24,346,Low
EOS-00099,Garmin GPS Watch V413,Smartwatch,Garmin,708.65,3.8,113,0,13,12,256,Low
EOS-00100,Logitech Wireless Headphones H799,Headphones,Logitech,191.06,3.3,150,174,14,6,451,Medium
EOS-00101,Dell 4K Monitor M472,Monitor,Dell,834.02,3.9,247,267,0,36,426,Medium
EOS-00102,Sennheiser Studio Headphones E820,Headphones,Sennheiser,151.2,3.6,87,68,42,6,525,Medium
EOS-00103,Corsair Wireless Mouse C497,Accessory,Corsair,527.96,3.0,13,222,14,24,523,Medium
EOS-00104,Sony Noise Cancelling Headphones I823,Headphones,Sony,122.15,4.3,220,51,0,12,358,Low
EOS-00105,Garmin Sports Watch D440,Smartwatch,Garmin,407.2,4.3,391,59,35,12,608,High
EOS-00106,Corsair Wireless Mouse K578,Accessory,Corsair,42.96,4.5,384,151,6,6,611,High
EOS-00107,OnePlus Smartphone S992,Smartphone,OnePlus,619.92,4.4,105,121,4,24,581,Medium
EOS-00108,Microsoft USB-C Hub K315,Accessory,Microsoft,102.51,3.7,151,243,19,6,351,Low
EOS-00109,JBL Gaming Headset A293,Headphones,JBL,177.22,3.3,146,187,17,6,274,Low
EOS-00110,Logitech Power Bank Z755,Accessory,Logitech,64.36,3.4,66,0,22,12,274,Low
EOS-00111,Apple Gaming Headset J555,Headphones,Apple,135.41,3.4,255,158,21,24,513,Medium
EOS-00112,TCL OLED TV E542,TV,TCL,527.96,4.0,35,197,18,12,541,Medium
EOS-00113,Asus Ultrabook Y427,Laptop,Asus,1373.91,4.2,455,176,46,24,553,Medium
EOS-00114,Garmin Sports Watch Z104,Smartwatch,Garmin,890.7,4.2,82,122,11,24,234,Low
EOS-00115,Google 5G Phone N277,Smartphone,Google,472.27,3.8,123,194,0,12,481,Medium
EOS-00116,Acer Creator Laptop W967,Laptop,Acer,1873.73,3.2,259,17,14,24,460,Medium
EOS-00117,Razer Webcam S274,Accessory,Razer,23.85,3.8,132,136,29,6,501,Medium
EOS-00118,Canon Mirrorless Camera A419,Camera,Canon,1210.69,3.0,455,117,14,36,505,Medium
EOS-00119,HP Gaming Laptop F214,Laptop,HP,1663.16,4.1,232,165,9,24,428,Medium
EOS-00120,Asus Business Notebook F245,Laptop,Asus,1887.55,4.5,152,115,19,12,407,Medium
EOS-00121,Google Foldable Phone S188,Smartphone,Google,829.84,3.9,69,15,17,24,209,Low
EOS-00122,Apple Wireless Headphones K744,Headphones,Apple,186.23,3.2,368,150,42,12,432,Medium
EOS-00123,AOC 4K Monitor Q733,Monitor,AOC,443.64,4.8,137,136,36,24,567,Medium
EOS-00124,Sennheiser Studio Headphones V301,Headphones,Sennheiser,161.23,3.3,44,6,16,6,271,Low
EOS-00125,OnePlus Pro Smartphone C775,Smartphone,OnePlus,307.98,3.8,424,169,16,24,531,Medium
EOS-00126,Logitech Studio Headphones D198,Headphones,Logitech,171.59,3.7,146,54,10,12,390,Low
EOS-00127,JBL Wireless Headphones V428,Headphones,JBL,119.54,4.7,188,164,0,24,676,High
EOS-00128,Logitech Studio Headphones H496,Headphones,Logitech,64.45,3.1,173,221,11,24,226,Low
EOS-00129,Asus Gaming Monitor U989,Monitor,Asus,861.24,4.7,131,173,21,24,435,Medium
EOS-00130,Apple Pro Smartphone U488,Smartphone,Apple,277.67,3.5,383,188,17,12,833,High
EOS-00131,Fitbit Sports Watch H302,Smartwatch,Fitbit,376.36,3.1,83,104,0,24,386,Low
EOS-00132,Motorola Pro Smartphone X728,Smartphone,Motorola,631.89,3.6,55,85,1,12,352,Low
EOS-00133,Meta Retro Console U755,Gaming Console,Meta,374.48,3.2,49,202,0,12,489,Medium
EOS-00134,Dell Creator Laptop K220,Laptop,Dell,586.67,2.7,277,98,0,36,414,Medium
EOS-00135,Sennheiser Noise Cancelling Headphones K313,Headphones,Sennheiser,176.28,4.9,60,209,30,6,623,High
EOS-00136,Microsoft Handheld Console X668,Gaming Console,Microsoft,316.92,4.2,123,135,6,12,505,Medium
EOS-00137,Dell Gaming Laptop E586,Laptop,Dell,1242.43,4.4,318,209,0,12,625,High
EOS-00138,GoPro Vlogging Camera T244,Camera,GoPro,975.82,4.2,302,198,15,24,449,Medium
EOS-00139,Xiaomi Budget Phone D360,Smartphone,Xiaomi,303.17,4.0,136,117,6,24,672,High
EOS-00140,Huawei Smartwatch E299,Smartwatch,Huawei,375.17,3.0,247,297,1,24,638,High
EOS-00141,Sennheiser Earbuds W364,Headphones,Sennheiser,179.75,3.6,139,139,20,24,414,Medium
EOS-00142,BenQ Ultrawide Monitor A474,Monitor,BenQ,269.77,3.4,97,85,22,36,517,Medium
EOS-00143,Lenovo Creator Laptop T406,Laptop,Lenovo,1134.57,3.2,98,158,9,12,343,Low
EOS-00144,Samsung QLED TV Q973,TV,Samsung,438.99,4.1,455,148,27,36,352,Low
EOS-00145,Apple Smartphone Z178,Smartphone,Apple,628.12,3.7,98,36,27,12,583,Medium
EOS-00146,OnePlus Foldable Phone V250,Smartphone,OnePlus,467.59,4.0,153,127,12,24,551,Medium
EOS-00147,Xiaomi Pro Smartphone U285,Smartphone,Xiaomi,623.82,3.8,376,38,23,24,498,Medium
EOS-00148,Xiaomi Budget Phone R394,Smartphone,Xiaomi,449.09,3.6,95,174,35,24,463,Medium
EOS-00149,TCL QLED TV R963,TV,TCL,776.8,3.4,134,188,3,36,453,Medium
EOS-00150,Sony Gaming Headset Q401,Headphones,Sony,180.97,3.3,173,232,24,12,248,Low
EOS-00151,Apple Gaming Headset Z293,Headphones,Apple,77.35,4.2,290,129,18,24,417,Medium
EOS-00152,Samsung Budget Phone Y240,Smartphone,Samsung,486.09,4.0,203,101,16,12,556,Medium
EOS-00153,Samsung Ultrawide Monitor Z748,Monitor,Samsung,218.03,4.2,150,97,22,36,576,Medium
EOS-00154,Anker Mechanical Keyboard F133,Accessory,Anker,115.83,3.5,235,239,4,24,480,Medium
EOS-00155,Apple GPS Watch O985,Smartwatch,Apple,327.72,4.1,122,66,7,12,401,Medium
EOS-00156,Samsung Smartphone T823,Smartphone,Samsung,358.71,3.8,233,146,11,12,499,Medium
EOS-00157,Dell Curved Monitor E403,Monitor,Dell,282.66,4.4,59,201,18,12,586,Medium
EOS-00158,Motorola Smartphone F759,Smartphone,Motorola,460.79,3.7,53,2,23,12,436,Medium
EOS-00159,Lenovo Pro Tablet S658,Tablet,Lenovo,495.44,2.9,180,143,0,24,422,Medium
EOS-00160,Apple 5G Phone B372,Smartphone,Apple,456.71,3.1,204,54,8,12,502,Medium
EOS-00161,Belkin USB-C Hub A532,Accessory,Belkin,92.61,3.7,202,165,21,24,281,Low
EOS-00162,Fitbit Fitness Watch D120,Smartwatch,Fitbit,162.84,3.4,292,209,14,12,398,Low
EOS-00163,Xiaomi 5G Phone F529,Smartphone,Xiaomi,494.79,3.5,340,242,14,24,398,Low
EOS-00164,Samsung Pro Smartphone S559,Smartphone,Samsung,222.43,3.8,26,66,4,12,525,Medium
EOS-00165,AOC Office Monitor N268,Monitor,AOC,334.23,4.5,52,88,16,24,493,Medium
EOS-00166,Asus Ultrabook H782,Laptop,Asus,1169.11,3.8,254,108,16,24,468,Medium
EOS-00167,Asus Business Notebook G868,Laptop,Asus,1515.91,4.1,96,112,5,12,405,Medium
EOS-00168,Dell Ultrabook U762,Laptop,Dell,1555.05,4.1,281,157,18,24,620,High
EOS-00169,Apple Gaming Headset O361,Headphones,Apple,177.33,3.2,308,52,29,6,508,Medium
EOS-00170,Apple Foldable Phone B891,Smartphone,Apple,1213.61,4.1,146,170,20,24,351,Low
EOS-00171,Dell 4K Monitor L606,Monitor,Dell,683.48,2.6,172,221,9,12,369,Low
EOS-00172,Sony OLED TV E338,TV,Sony,799.3,4.2,274,264,5,24,515,Medium
EOS-00173,Samsung Office Monitor I473,Monitor,Samsung,748.42,3.3,315,155,21,36,288,Low
EOS-00174,Razer Wireless Mouse I949,Accessory,Razer,97.99,4.2,118,197,14,24,440,Medium
EOS-00175,Xiaomi Budget Phone H362,Smartphone,Xiaomi,608.61,3.3,145,0,4,12,378,Low
EOS-00176,Razer Webcam Y742,Accessory,Razer,83.03,3.7,90,143,22,24,544,Medium
EOS-00177,Apple Mini Tablet Y566,Tablet,Apple,209.8,4.8,179,80,24,24,706,High
EOS-00178,Apple Business Notebook H924,Laptop,Apple,1450.37,4.3,272,164,11,36,522,Medium
EOS-00179,Huawei Mini Tablet N701,Tablet,Huawei,328.88,4.0,146,284,8,12,595,Medium
EOS-00180,Nintendo VR Bundle Z417,Gaming Console,Nintendo,262.93,3.8,178,152,30,12,781,High
EOS-00181,LG 4K TV B332,TV,LG,817.86,4.0,112,125,23,12,502,Medium
EOS-00182,Apple Mini Tablet P625,Tablet,Apple,642.05,3.6,99,221,22,24,772,High
EOS-00183,Razer Power Bank I204,Accessory,Razer,59.1,3.4,118,153,15,24,571,Medium
EOS-00184,Lenovo Tablet R851,Tablet,Lenovo,204.73,3.4,28,121,9,12,580,Medium
EOS-00185,Lenovo Kids Tablet G360,Tablet,Lenovo,511.66,3.0,130,114,5,24,413,Medium
EOS-00186,Anker Wireless Mouse N127,Accessory,Anker,70.58,4.2,226,185,26,12,569,Medium
EOS-00187,Samsung OLED TV N737,TV,Samsung,933.3,3.2,159,136,5,36,491,Medium
EOS-00188,AOC 4K Monitor Q347,Monitor,AOC,659.29,3.4,48,65,2,36,331,Low
EOS-00189,Logitech Power Bank S381,Accessory,Logitech,46.29,4.5,209,19,6,6,519,Medium
EOS-00190,Bose Wireless Headphones M102,Headphones,Bose,252.12,3.3,188,205,21,24,371,Low
EOS-00191,Apple Tablet H209,Tablet,Apple,622.41,3.9,199,174,25,12,214,Low
EOS-00192,Garmin Smartwatch M687,Smartwatch,Garmin,549.18,4.0,305,162,19,24,691,High
EOS-00193,Google 5G Phone B589,Smartphone,Google,1019.4,3.8,316,310,5,12,356,Low
EOS-00194,Xiaomi 5G Phone O188,Smartphone,Xiaomi,700.62,3.7,455,220,18,24,625,High
EOS-00195,Philips 4K TV R136,TV,Philips,1097.92,4.2,455,159,30,12,343,Low
EOS-00196,LG Gaming Monitor P342,Monitor,LG,572.0,4.5,70,148,14,12,723,High
EOS-00197,Samsung QLED TV B451,TV,Samsung,1887.55,3.9,18,186,3,12,357,Low
EOS-00198,Nikon Instant Camera U916,Camera,Nikon,966.99,4.1,53,140,18,12,740,High
EOS-00199,Bose Wireless Headphones N853,Headphones,Bose,450.0,4.8,308,68,24,6,360,Low
EOS-00200,BenQ Ultrawide Monitor S271,Monitor,BenQ,665.06,3.6,154,110,24,24,476,Medium
EOS-00201,Samsung GPS Watch R533,Smartwatch,Samsung,522.16,4.0,21,13,18,12,293,Low
EOS-00202,Huawei Hybrid Watch P598,Smartwatch,Huawei,257.71,4.5,182,69,0,12,295,Low
EOS-00203,Lenovo Business Notebook P432,Laptop,Lenovo,565.45,3.2,306,77,7,24,252,Low
EOS-00204,Samsung Mini Tablet B820,Tablet,Samsung,495.33,4.6,147,23,27,24,523,Medium
EOS-00205,MSI Business Notebook P709,Laptop,MSI,781.7,4.2,286,134,21,24,707,High
EOS-00206,Acer Business Notebook R713,Laptop,Acer,1719.7,4.5,98,167,5,24,532,Medium
EOS-00207,HP 2-in-1 Laptop C793,Laptop,HP,690.31,3.3,133,80,5,12,649,High
EOS-00208,Razer USB-C Hub D917,Accessory,Razer,100.44,4.3,70,0,17,24,595,Medium
EOS-00209,Sony Handheld Console J943,Gaming Console,Sony,360.04,3.9,161,226,14,24,516,Medium
EOS-00210,Samsung Hybrid Watch M653,Smartwatch,Samsung,298.16,2.8,97,168,17,12,559,Medium
EOS-00211,LG Mini LED TV N527,TV,LG,1878.57,3.8,150,145,24,12,400,Medium
EOS-00212,Apple Smartwatch Q283,Smartwatch,Apple,285.92,5.0,127,262,23,12,626,High
EOS-00213,Sony Studio Headphones K611,Headphones,Sony,176.76,4.1,131,69,4,6,557,Medium
EOS-00214,Apple Studio Headphones R928,Headphones,Apple,225.67,4.0,102,271,0,12,297,Low
EOS-00215,Bose Studio Headphones U625,Headphones,Bose,133.44,2.8,261,234,19,24,711,High
EOS-00216,Apple GPS Watch K266,Smartwatch,Apple,383.89,3.0,206,174,32,24,481,Medium
EOS-00217,Sennheiser Earbuds F929,Headphones,Sennheiser,293.61,3.5,282,128,20,6,508,Medium
EOS-00218,LG OLED TV W785,TV,Apple,1887.55,4.3,241,72,29,24,291,Low
EOS-00219,AOC Curved Monitor K609,Monitor,AOC,581.14,4.6,71,116,24,24,451,Medium
EOS-00220,JBL Gaming Headset M177,Headphones,JBL,116.65,4.0,275,246,6,24,638,High
EOS-00221,Google Smartphone T588,Smartphone,Google,1147.74,3.6,144,60,14,24,543,Medium
EOS-00222,Apple Earbuds W602,Headphones,Apple,121.68,4.3,139,63,32,24,609,High
EOS-00223,Logitech Mechanical Keyboard G326,Accessory,Logitech,36.89,4.7,75,88,18,12,596,Medium
EOS-00224,JBL Noise Cancelling Headphones E596,Headphones,Apple,83.24,3.8,162,111,14,6,709,High
EOS-00225,Logitech Noise Cancelling Headphones E259,Headphones,Logitech,186.64,4.9,212,161,29,24,545,Medium
EOS-00226,Google Budget Phone M572,Smartphone,Google,532.65,4.7,22,57,14,24,690,High
EOS-00227,Garmin Smartwatch Q355,Smartwatch,Garmin,213.72,4.5,57,213,17,24,293,Low
EOS-00228,Microsoft Console Bundle X183,Gaming Console,Microsoft,517.65,4.0,56,134,16,12,420,Medium
EOS-00229,Samsung Mini Tablet F826,Tablet,Samsung,513.19,3.7,112,118,37,12,332,Low
EOS-00230,Fitbit Fitness Watch Q675,Smartwatch,Fitbit,262.78,3.5,150,227,4,24,285,Low
EOS-00231,Hisense Mini LED TV E197,TV,Hisense,1011.77,3.9,247,102,0,12,452,Medium
EOS-00232,Google Foldable Phone R873,Smartphone,Google,878.44,3.6,33,192,8,24,336,Low
EOS-00233,Bose Noise Cancelling Headphones V782,Headphones,Bose,205.25,3.9,132,314,21,24,414,Medium
EOS-00234,Xiaomi 5G Phone P346,Smartphone,Xiaomi,958.57,4.2,159,126,8,24,521,Medium
EOS-00235,Philips Mini LED TV L369,TV,Philips,1694.13,4.3,122,84,11,24,436,Medium
EOS-00236,Apple Ultrabook Q275,Laptop,Apple,513.82,4.2,43,104,9,24,492,Medium
EOS-00237,Samsung Hybrid Watch I680,Smartwatch,Samsung,460.36,3.2,184,57,15,12,709,High
EOS-00238,Corsair Power Bank C699,Accessory,Corsair,134.74,4.5,64,122,21,6,543,Medium
EOS-00239,Belkin Webcam B329,Accessory,Belkin,120.47,3.6,61,86,24,12,520,Medium
EOS-00240,HP 2-in-1 Laptop S407,Laptop,HP,1887.55,4.0,163,67,0,36,460,Medium
EOS-00241,GoPro DSLR Camera F849,Camera,GoPro,1887.55,4.0,221,82,2,12,246,Low
EOS-00242,Valve Retro Console E521,Gaming Console,Valve,450.22,4.2,269,209,14,12,548,Medium
EOS-00243,Samsung Fitness Watch I853,Smartwatch,Samsung,380.81,3.9,87,45,26,12,470,Medium
EOS-00244,Amazfit Sports Watch E650,Smartwatch,Amazfit,247.37,3.8,153,131,0,24,580,Medium
EOS-00245,Fujifilm Instant Camera H934,Camera,Fujifilm,1887.55,4.9,452,193,14,12,287,Low
EOS-00246,Microsoft Pro Tablet O352,Tablet,Microsoft,536.13,3.3,117,190,29,24,227,Low
EOS-00247,Lenovo 2-in-1 Laptop U887,Laptop,Lenovo,867.87,4.9,334,109,13,36,744,High
EOS-00248,Anker Power Bank C104,Accessory,Anker,121.72,3.8,8,58,21,6,540,Medium
EOS-00249,Lenovo Pro Tablet U705,Tablet,Lenovo,339.84,4.0,86,127,27,24,479,Medium
EOS-00250,JBL Earbuds T646,Headphones,JBL,86.46,3.6,136,290,13,6,517,Medium
EOS-00251,JBL Gaming Headset Q921,Headphones,JBL,174.07,4.9,174,174,34,24,664,High
EOS-00252,Samsung Budget Phone T178,Smartphone,Samsung,857.92,3.8,331,267,0,24,268,Low
EOS-00253,Apple 5G Phone F451,Smartphone,Apple,527.96,3.8,107,199,8,12,382,Low
EOS-00254,Anker Power Bank W734,Accessory,Anker,49.93,4.8,197,118,15,24,413,Medium
EOS-00255,Canon Vlogging Camera R527,Camera,Canon,565.48,4.2,303,139,13,36,659,High
EOS-00256,Google Smartphone R327,Smartphone,Google,649.46,3.8,208,192,32,12,382,Low
EOS-00257,Hisense OLED TV Y134,TV,Hisense,1024.68,3.7,87,212,17,36,476,Medium
EOS-00258,Lenovo Kids Tablet E248,Tablet,Lenovo,1205.1,3.5,264,20,24,24,280,Low
EOS-00259,Microsoft Pro Tablet D149,Tablet,Microsoft,383.72,3.4,175,97,23,24,451,Medium
EOS-00260,Canon Mirrorless Camera R406,Camera,Canon,1499.32,3.6,451,222,7,36,391,Low
EOS-00261,AOC Ultrawide Monitor J231,Monitor,AOC,513.4,4.0,248,39,5,12,721,High
EOS-00262,OnePlus 5G Phone H611,Smartphone,OnePlus,439.54,3.9,76,153,17,24,568,Medium
EOS-00263,Microsoft Console Bundle X256,Gaming Console,Microsoft,271.67,4.2,455,133,7,12,566,Medium
EOS-00264,Valve Gaming Console P269,Gaming Console,Valve,345.92,5.0,125,102,19,24,722,High
EOS-00265,Valve Retro Console R503,Gaming Console,Valve,454.72,3.9,92,316,11,12,407,Medium
EOS-00266,Apple 5G Phone J650,Smartphone,Apple,443.89,4.2,72,65,0,24,626,High
